--[[ KHENGIE v10.2 EXTREME | 800 layers | 3x multi-pass ]]
      Jimiviqekuw=(Jimiviqekuw-181)
      Zabijeridele=(((Zabijeridele>>>6)|(Zabijeridele<<2))&255)
      Selofoj=bit32.bxor(Selofoj,88)
      Hiqalaqacatobola=(Hiqalaqacatobola-231)
      Xuzobukiqefupu=Xuzobukiqefupu-39
      Zuleqeniwo=(Zuleqeniwo-145)
      Zivige=(((Zivige>>>7)|(Zivige<<1))&255)
      Fubipalokir=bit32.bxor(Fubipalokir,226)
      Dubatip=Dubatip-213
      Vahutic=(Vahutic-151)
      Sahuzequpenesipi=(((Sahuzequpenesipi>>>2)|(Sahuzequpenesipi<<6))&255)
      Toguxuwup=bit32.bxor(Toguxuwup,10)
      Zikikoveh=Zikikoveh-250
      Gihequpikixa=(Gihequpikixa-165)
      Kuvaqemuredakuxu=Kuvaqemuredakuxu-79
      Pewesavixu=(((Pewesavixu>>>7)|(Pewesavixu<<1))&255)
      Xagakejuzu=bit32.bxor(Xagakejuzu,69)
      Nuxasihux=Nuxasihux-98
      Kecuguredarutizi=(Kecuguredarutizi-102)
      Qerahapu=(((Qerahapu>>>0)|(Qerahapu<<8))&255)
      Zuhokixob=bit32.bxor(Zuhokixob,219)
      Kacidopurifahu=Kacidopurifahu-107
      Futadifigeqe=(Futadifigeqe-203)
      Zodakumades=(((Zodakumades>>>1)|(Zodakumades<<7))&255)
      Gohamivacizasay=bit32.bxor(Gohamivacizasay,38)
      Vahudowitilok=bit32.bxor(Vahudowitilok,155)
      Sarifidut=Sarifidut-132
      Qanalir=(Qanalir-127)
      Kawawekubuya=(((Kawawekubuya>>>5)|(Kawawekubuya<<3))&255)
      Maliqejisaluqil=bit32.bxor(Maliqejisaluqil,34)
      Qicoqah=Qicoqah-101
      Qiquhiy=(Qiquhiy-50)
      Fanarut=(((Fanarut>>>2)|(Fanarut<<6))&255)
      Kejenudazev=bit32.bxor(Kejenudazev,151)
      Guhiboqucacucax=Guhiboqucacucax-119
      Quramiqel=(Quramiqel-130)
      Leboyeya=bit32.bxor(Leboyeya,220)
      Lesuhikoyu=(((Lesuhikoyu>>>0)|(Lesuhikoyu<<8))&255)
      Dejetegecadej=bit32.bxor(Dejetegecadej,175)
      Tuwuweno=Tuwuweno-108
      Zabiguliwepe=(Zabiguliwepe-52)
      Yecanosohizavu=(((Yecanosohizavu>>>5)|(Yecanosohizavu<<3))&255)
      Roceqaba=bit32.bxor(Roceqaba,198)
      Rudevedehucoleh=Rudevedehucoleh-178
      Qefoqaxolu=(Qefoqaxolu-216)
      Pesoyeceyupisud=(((Pesoyeceyupisud>>>6)|(Pesoyeceyupisud<<2))&255)
      Yirerimaborawe=bit32.bxor(Yirerimaborawe,241)
      Cemoqohezofocehe=bit32.bxor(Cemoqohezofocehe,75)
      Ciyiwuhofubijub=Ciyiwuhofubijub-92
      Gohatoconuzeli=(Gohatoconuzeli-50)
      Vewunajimuko=(((Vewunajimuko>>>3)|(Vewunajimuko<<5))&255)
      Yocetumeraqu=bit32.bxor(Yocetumeraqu,49)
      Debeqisiyok=Debeqisiyok-234
      Rodabad=(Rodabad-97)
      Bimoqohohiwer=(((Bimoqohohiwer>>>0)|(Bimoqohohiwer<<8))&255)
      Yujuwuzofeyil=bit32.bxor(Yujuwuzofeyil,175)
      Libameyavifeqeri=Libameyavifeqeri-220
      Sofidejugeyuni=(Sofidejugeyuni-247)
      Tarumaduse=bit32.bxor(Tarumaduse,232)
      Furiwatifa=(((Furiwatifa>>>0)|(Furiwatifa<<8))&255)
      Zetopixuna=bit32.bxor(Zetopixuna,110)
      Livuyazemupuriqi=Livuyazemupuriqi-169
      Sajamaxedudeh=(Sajamaxedudeh-240)
      Vigapesac=(((Vigapesac>>>7)|(Vigapesac<<1))&255)
      Xahavoh=bit32.bxor(Xahavoh,168)
      Raquliqovixege=Raquliqovixege-205
      Zacapiweniz=(Zacapiweniz-195)
      Catativaxow=(((Catativaxow>>>1)|(Catativaxow<<7))&255)
      Lupohor=bit32.bxor(Lupohor,85)
      Kasahedobah=(Kasahedobah+3)
      Vehadam=Vehadam-231
      Cubeka=(Cubeka-208)
      Mixoxadujejape=(((Mixoxadujejape>>>7)|(Mixoxadujejape<<1))&255)
      Yupekagusuhimo=bit32.bxor(Yupekagusuhimo,140)
      Rerapotun=Rerapotun-64
      Xavumusoyidap=(Xavumusoyidap-225)
      Galuyexalidakuy=(((Galuyexalidakuy>>>6)|(Galuyexalidakuy<<2))&255)
      Zirirojabekegezo=bit32.bxor(Zirirojabekegezo,223)
      Bunodovoyocavuk=Bunodovoyocavuk-138
      Nonerumur=(Nonerumur-110)
      Wofofubuxikiniw=(((Wofofubuxikiniw>>>0)|(Wofofubuxikiniw<<8))&255)
      Yememavuzo=(((Yememavuzo>>>1)|(Yememavuzo<<7))&255)
      Barazazay=bit32.bxor(Barazazay,194)
      Bawoxexoyuwaf=Bawoxexoyuwaf-233
      Vocakudececapene=(Vocakudececapene-103)
      Lemizi=(((Lemizi>>>7)|(Lemizi<<1))&255)
      Nifihopivonom=bit32.bxor(Nifihopivonom,228)
      Kugudoh=Kugudoh-149
      Birawuqikiqoyipu=(Birawuqikiqoyipu-131)
      Kicame=(((Kicame>>>3)|(Kicame<<5))&255)
      Biwivire=bit32.bxor(Biwivire,190)
      Doputeneq=(((Doputeneq>>>0)|(Doputeneq<<8))&255)
      Maxogepub=Maxogepub-64
      Jesevonefugazew=(Jesevonefugazew-183)
      Rabamanogima=(((Rabamanogima>>>1)|(Rabamanogima<<7))&255)
      Jihive=bit32.bxor(Jihive,45)
      Kuyocodivupo=Kuyocodivupo-39
      Xucekup=(Xucekup-235)
      Fuvegizugad=(((Fuvegizugad>>>4)|(Fuvegizugad<<4))&255)
      Lusagahis=bit32.bxor(Lusagahis,180)
      Venumeduxeci=Venumeduxeci-36
      Rinohexolataqeb=(Rinohexolataqeb-249)
      Lesuxiropipe=bit32.bxor(Lesuxiropipe,43)
      Tegahozidinuvi=(((Tegahozidinuvi>>>5)|(Tegahozidinuvi<<3))&255)
      Bonaxafodisahino=bit32.bxor(Bonaxafodisahino,168)
      Vetiqes=Vetiqes-206
      Lavegawaw=(Lavegawaw-214)
      Cidajekajiwawoji=(((Cidajekajiwawoji>>>2)|(Cidajekajiwawoji<<6))&255)
      Faxoqajela=bit32.bxor(Faxoqajela,37)
      Remicocezun=Remicocezun-197
      Heqonapex=(Heqonapex-3)
      Nepanotigile=(((Nepanotigile>>>3)|(Nepanotigile<<5))&255)
      Qociricijibacen=bit32.bxor(Qociricijibacen,36)
      Recarisuvoyuk=Recarisuvoyuk+93
      Neyiledeladarop=Neyiledeladarop-22
      Tumoxelu=(Tumoxelu-55)
      Yavizifetibije=(((Yavizifetibije>>>1)|(Yavizifetibije<<7))&255)
      Pequriwimobicad=bit32.bxor(Pequriwimobicad,222)
      Loyefuhabe=Loyefuhabe-186
      Yekobekeyowoz=(Yekobekeyowoz-138)
      Kekisijuyedop=(((Kekisijuyedop>>>2)|(Kekisijuyedop<<6))&255)
      Saqiluwefat=bit32.bxor(Saqiluwefat,198)
      Dosozobuzey=Dosozobuzey-25
      Fatufakame=(Fatufakame-189)
      Dubotumipi=(Dubotumipi-193)
      Futodayezan=(((Futodayezan>>>4)|(Futodayezan<<4))&255)
      Kokobuvivecoli=bit32.bxor(Kokobuvivecoli,125)
      Temerakaxasixed=Temerakaxasixed-232
      Yitezafasesekotu=(Yitezafasesekotu-145)
      Gufudivikefori=(((Gufudivikefori>>>6)|(Gufudivikefori<<2))&255)
      Xogumaqezir=bit32.bxor(Xogumaqezir,212)
      Rujugeqihinad=Rujugeqihinad-48
      Qigigakuzena=(Qigigakuzena-225)
      Qowuzukozaqo=(((Qowuzukozaqo>>>4)|(Qowuzukozaqo<<4))&255)
      Matolu=bit32.bxor(Matolu,156)
      Yokuloxarehi=bit32.bxor(Yokuloxarehi,212)
      Hiqazuruyukamaw=Hiqazuruyukamaw-201
      Husumevat=(Husumevat-81)
      Rorici=(((Rorici>>>4)|(Rorici<<4))&255)
      Hexazos=bit32.bxor(Hexazos,38)
      Jomufexapihogor=Jomufexapihogor-235
      Rutuwesip=(Rutuwesip-223)
      Gironuxi=(((Gironuxi>>>2)|(Gironuxi<<6))&255)
      Ruyidukedaretos=bit32.bxor(Ruyidukedaretos,196)
      Loqomuvayifujo=Loqomuvayifujo-98
      Cekunev=(Cekunev-54)
      Qelivacujolewi=Qelivacujolewi-57
      Qatepaniy=(((Qatepaniy>>>0)|(Qatepaniy<<8))&255)
      Wupuvoqogig=bit32.bxor(Wupuvoqogig,52)
      Buwilihabivo=Buwilihabivo-35
      Wacebeh=(Wacebeh-66)
      Xodunudetucu=(((Xodunudetucu>>>7)|(Xodunudetucu<<1))&255)
      Goqevovutivawazi=bit32.bxor(Goqevovutivawazi,163)
      Gasoxikidik=Gasoxikidik-108
      Rugivavohewu=(Rugivavohewu-68)
      Vopazuberiyacuge=(((Vopazuberiyacuge>>>4)|(Vopazuberiyacuge<<4))&255)
      Juqacalapuva=bit32.bxor(Juqacalapuva,195)
      Finabep=Finabep-176
      Hijopan=Hijopan-246
      Buzucexeduz=(Buzucexeduz-66)
      Xaxuxacuy=(((Xaxuxacuy>>>3)|(Xaxuxacuy<<5))&255)
      Xixinuh=bit32.bxor(Xixinuh,62)
      Wemehorecepiyoh=Wemehorecepiyoh-49
      Fadavafehe=(Fadavafehe-60)
      Yegilo=(((Yegilo>>>4)|(Yegilo<<4))&255)
      Yacowasegame=bit32.bxor(Yacowasegame,61)
      Yusoqekoyoqele=Yusoqekoyoqele-116
      Rococam=(Rococam-109)
      Quvizubejelawug=(((Quvizubejelawug>>>3)|(Quvizubejelawug<<5))&255)
      Wuyunapaveqaju=(((Wuyunapaveqaju>>>4)|(Wuyunapaveqaju<<4))&255)
      Fibukufe=bit32.bxor(Fibukufe,164)
      Virojadayewuzu=Virojadayewuzu-204
      Guzicobilinizaca=(Guzicobilinizaca-41)
      Qexuseju=(((Qexuseju>>>3)|(Qexuseju<<5))&255)
      Defijabip=bit32.bxor(Defijabip,161)
      Datareger=Datareger-13
      Vudafuyobohogev=(Vudafuyobohogev-0)
      Bekupoxejucuk=(((Bekupoxejucuk>>>7)|(Bekupoxejucuk<<1))&255)
      Zuluramuso=bit32.bxor(Zuluramuso,83)
      Vabatogujegi=(((Vabatogujegi>>>7)|(Vabatogujegi<<1))&255)
      Daferaci=Daferaci-186
      Saqiyohiyozimer=(Saqiyohiyozimer-87)
      Luyuwipi=(((Luyuwipi>>>5)|(Luyuwipi<<3))&255)
      Fabuqi=bit32.bxor(Fabuqi,116)
      Zajalajal=Zajalajal-161
      Taralowaj=(Taralowaj-35)
      Bupikijeqaha=(((Bupikijeqaha>>>3)|(Bupikijeqaha<<5))&255)
      Cezojakenipeceqo=bit32.bxor(Cezojakenipeceqo,76)
      Guvivafenewew=Guvivafenewew-229
      Xagofajopel=(Xagofajopel-156)
      Yademakev=(Yademakev+111)
      Yagugihan=(((Yagugihan>>>1)|(Yagugihan<<7))&255)
      Bonejuyit=bit32.bxor(Bonejuyit,234)
      Siturilu=Siturilu-93
      Teriba=(Teriba-66)
      Cafixum=(((Cafixum>>>2)|(Cafixum<<6))&255)
      Gedaxokemasu=bit32.bxor(Gedaxokemasu,46)
      Cucasuye=Cucasuye-53
      Puliwemumexicuno=(Puliwemumexicuno-68)
      Yunagahe=(((Yunagahe>>>5)|(Yunagahe<<3))&255)
      Wudidet=bit32.bxor(Wudidet,145)
      Kigijapuhuro=Kigijapuhuro+170
      Fopuhogupunonele=Fopuhogupunonele-71
      Lopehegumuxoxaje=(Lopehegumuxoxaje-0)
      Kocupegacogiha=(((Kocupegacogiha>>>5)|(Kocupegacogiha<<3))&255)
      Cemaqejasumiheq=bit32.bxor(Cemaqejasumiheq,15)
      Bexarecuvodatuz=Bexarecuvodatuz-119
      Cedeximoboz=(Cedeximoboz-49)
      Votasuvawedana=(((Votasuvawedana>>>0)|(Votasuvawedana<<8))&255)
      Hepikixoveyin=bit32.bxor(Hepikixoveyin,175)
      Qububivazufa=Qububivazufa-209
      Vihuqijuxelusis=(Vihuqijuxelusis-206)
      Tasibig=bit32.bxor(Tasibig,162)
      Vusuja=(((Vusuja>>>5)|(Vusuja<<3))&255)
      Kutekig=bit32.bxor(Kutekig,212)
      Xesufexi=Xesufexi-236
      Zirozamadeduro=(Zirozamadeduro-218)
      Sasapoj=(((Sasapoj>>>6)|(Sasapoj<<2))&255)
      Pefixubulozahap=bit32.bxor(Pefixubulozahap,165)
      Vefavokesipub=Vefavokesipub-72
      Zerawezeyaqoqu=(Zerawezeyaqoqu-113)
      Xiwopohepad=(((Xiwopohepad>>>6)|(Xiwopohepad<<2))&255)
      Yetufasurequl=bit32.bxor(Yetufasurequl,222)
      Cowuyibuloluco=bit32.bxor(Cowuyibuloluco,48)
      Cobicob=Cobicob-154
      Fixecuwe=(Fixecuwe-213)
      Weyirocapaye=(((Weyirocapaye>>>3)|(Weyirocapaye<<5))&255)
      Rajizexucotecizu=bit32.bxor(Rajizexucotecizu,183)
      Mixotazaxojoqecu=Mixotazaxojoqecu-134
      Sereqirimuyuwe=(Sereqirimuyuwe-217)
      Vukarobafahup=(((Vukarobafahup>>>3)|(Vukarobafahup<<5))&255)
      Defoyijeyaze=bit32.bxor(Defoyijeyaze,30)
      Quhevib=Quhevib-157
      Zasemiceyizewuqu=(Zasemiceyizewuqu-232)
      Cibiwa=(((Cibiwa>>>0)|(Cibiwa<<8))&255)
      Pafetujihe=(((Pafetujihe>>>7)|(Pafetujihe<<1))&255)
      Zalihubuqumexul=bit32.bxor(Zalihubuqumexul,79)
      Xavafab=Xavafab-72
      Nejudomefebepecu=(Nejudomefebepecu-224)
      Qaqebeqomureneqa=(((Qaqebeqomureneqa>>>1)|(Qaqebeqomureneqa<<7))&255)
      Wasowi=bit32.bxor(Wasowi,126)
      Lonabuxexugabut=Lonabuxexugabut-38
      Gopehaya=(Gopehaya-23)
      Zowosumuk=(((Zowosumuk>>>5)|(Zowosumuk<<3))&255)
      Runune=bit32.bxor(Runune,233)
      Duzakidutetinaza=(Duzakidutetinaza-97)
      Piluxat=Piluxat-205
      Revuyimowujuyiso=(Revuyimowujuyiso-105)
      Yalapuhice=(((Yalapuhice>>>0)|(Yalapuhice<<8))&255)
      Wigatucazajof=bit32.bxor(Wigatucazajof,214)
      Hojuxabiqikuc=Hojuxabiqikuc-170
      Vemosigex=(Vemosigex-133)
      Fiqakawir=(((Fiqakawir>>>3)|(Fiqakawir<<5))&255)
      Rawayoyedaza=bit32.bxor(Rawayoyedaza,228)
      Vufidaqic=Vufidaqic-120
      Hekaxowipoloqoya=(Hekaxowipoloqoya-67)
      Wesacoq=(((Wesacoq>>>0)|(Wesacoq<<8))&255)
      Motupavikiw=(((Motupavikiw>>>0)|(Motupavikiw<<8))&255)
      Yudoyo=bit32.bxor(Yudoyo,237)
      Yukofu=Yukofu-58
      Cufekovexoyu=(Cufekovexoyu-115)
      Mivonubuqe=(((Mivonubuqe>>>0)|(Mivonubuqe<<8))&255)
      Xaforacaco=bit32.bxor(Xaforacaco,131)
      Dukusipab=Dukusipab-18
      Necazumovucege=(Necazumovucege-220)
      Fuvinudele=(((Fuvinudele>>>0)|(Fuvinudele<<8))&255)
      Zaramo=bit32.bxor(Zaramo,4)
      Tazaqirorafocol=bit32.bxor(Tazaqirorafocol,132)
      Tisatazanikafe=Tisatazanikafe-127
      Xukokigodewiyu=(Xukokigodewiyu-243)
      Dozoduve=(((Dozoduve>>>5)|(Dozoduve<<3))&255)
      Wufaraniyuw=bit32.bxor(Wufaraniyuw,177)
      Ponawejiqiy=Ponawejiqiy-241
      Nedemobo=(Nedemobo-148)
      Wasemenamexubovu=(((Wasemenamexubovu>>>3)|(Wasemenamexubovu<<5))&255)
      Waworerofisejoza=bit32.bxor(Waworerofisejoza,179)
      Cihared=Cihared-219
      Cevajeyep=(Cevajeyep-99)
      Hocurusah=(Hocurusah+176)
      Qitenolavovafufe=(((Qitenolavovafufe>>>3)|(Qitenolavovafufe<<5))&255)
      Timanulojuwinet=bit32.bxor(Timanulojuwinet,47)
      Reponi=Reponi-82
      Mabeco=(Mabeco-182)
      Yogehu=(((Yogehu>>>5)|(Yogehu<<3))&255)
      Cayeyomezeco=bit32.bxor(Cayeyomezeco,70)
      Fofopotera=Fofopotera-76
      Xuqaguw=(Xuqaguw-11)
      Betosufuguwob=(((Betosufuguwob>>>7)|(Betosufuguwob<<1))&255)
      Losinavogones=bit32.bxor(Losinavogones,242)
      Jaxuniqixiqihusi=(((Jaxuniqixiqihusi>>>1)|(Jaxuniqixiqihusi<<7))&255)
      Gebetaxaf=Gebetaxaf-142
      Yadupezuzebalifa=(Yadupezuzebalifa-242)
      Hupusedopi=(((Hupusedopi>>>3)|(Hupusedopi<<5))&255)
      Meqifuv=bit32.bxor(Meqifuv,198)
      Nocapilogogam=Nocapilogogam-153
      Saqamoz=(Saqamoz-225)
      Zufaxoy=(((Zufaxoy>>>7)|(Zufaxoy<<1))&255)
      Cumaromoduwol=bit32.bxor(Cumaromoduwol,240)
      Moselujaw=Moselujaw-184
      Pomoqa=(Pomoqa-12)
      Nexefuqafe=(Nexefuqafe+246)
      Rucazulejax=(((Rucazulejax>>>0)|(Rucazulejax<<8))&255)
      Fadagis=bit32.bxor(Fadagis,160)
      Gimovaxec=Gimovaxec-115
      Cizesaric=(Cizesaric-90)
      Fodacaqoh=(((Fodacaqoh>>>4)|(Fodacaqoh<<4))&255)
      Suwecemefevi=bit32.bxor(Suwecemefevi,128)
      Rasuzudim=Rasuzudim-204
      Motivoyitusigok=(Motivoyitusigok-110)
      Laxeyuzubiho=(((Laxeyuzubiho>>>7)|(Laxeyuzubiho<<1))&255)
      Gekojeyutakeg=bit32.bxor(Gekojeyutakeg,242)
      Sogiyeh=Sogiyeh+15
      Laxitiruwomo=Laxitiruwomo-166
      Gokifujamexuka=(Gokifujamexuka-155)
      Migobadehuduzo=(((Migobadehuduzo>>>3)|(Migobadehuduzo<<5))&255)
      Caxikixikatafaqo=bit32.bxor(Caxikixikatafaqo,9)
      Jaciwe=Jaciwe-123
      Qededewa=(Qededewa-213)
      Fazakepozaseveso=(((Fazakepozaseveso>>>5)|(Fazakepozaseveso<<3))&255)
      Hoholaduloharoto=bit32.bxor(Hoholaduloharoto,18)
      Ceyugazun=Ceyugazun-60
      Xogetixeyogoxe=(Xogetixeyogoxe-215)
      Rebacezanaqu=(((Rebacezanaqu<<7)|(Rebacezanaqu>>>1))&255)
      Hilahuriworej=(((Hilahuriworej>>>4)|(Hilahuriworej<<4))&255)
      Cahumalexivo=bit32.bxor(Cahumalexivo,52)
      Fugasoroyagumuha=Fugasoroyagumuha-251
      Yoxenesu=(Yoxenesu-29)
      Zeqoruxiq=(((Zeqoruxiq>>>6)|(Zeqoruxiq<<2))&255)
      Cawopeyuzododod=bit32.bxor(Cawopeyuzododod,164)
      Dezisepupuzabe=Dezisepupuzabe-246
      Gelipibuye=(Gelipibuye-49)
      Soqetesi=(((Soqetesi>>>7)|(Soqetesi<<1))&255)
      Haxefecasuqef=bit32.bxor(Haxefecasuqef,231)
      Susudirexiku=bit32.bxor(Susudirexiku,123)
      Wuzaxezigoyuke=Wuzaxezigoyuke-97
      Qayerebutihux=(Qayerebutihux-62)
      Xujaqigiw=(((Xujaqigiw>>>1)|(Xujaqigiw<<7))&255)
      Guhesebeboc=bit32.bxor(Guhesebeboc,65)
      Pulakewixisip=Pulakewixisip-126
      Vamusamof=(Vamusamof-27)
      Xaxatotih=(((Xaxatotih>>>7)|(Xaxatotih<<1))&255)
      Mipuba=bit32.bxor(Mipuba,117)
      Kinemixunivewu=Kinemixunivewu-138
      Tamefujepurokuh=(Tamefujepurokuh-80)
      Xarajanar=Xarajanar+53
      Lamaguxov=(((Lamaguxov>>>5)|(Lamaguxov<<3))&255)
      Vuvehupimora=bit32.bxor(Vuvehupimora,236)
      Bayofodapipojek=Bayofodapipojek-63
      Nabebilerov=(Nabebilerov-111)
      Hixayolo=(((Hixayolo>>>6)|(Hixayolo<<2))&255)
      Vemifo=bit32.bxor(Vemifo,235)
      Jafakubuficuho=Jafakubuficuho-96
      Subuzes=(Subuzes-131)
      Mixipikanohoze=(((Mixipikanohoze>>>5)|(Mixipikanohoze<<3))&255)
      Pecovekuw=bit32.bxor(Pecovekuw,204)
      Yuvazod=(Yuvazod-242)
      Siregoyu=Siregoyu-136
      Kanajetehariled=(Kanajetehariled-144)
      Numoxim=(((Numoxim>>>4)|(Numoxim<<4))&255)
      Dihekefojulanoto=bit32.bxor(Dihekefojulanoto,202)
      Hokuwinuhu=Hokuwinuhu-174
      Puvewuwoki=(Puvewuwoki-171)
      Gabojesikixokos=(((Gabojesikixokos>>>3)|(Gabojesikixokos<<5))&255)
      Notahemubapuyipa=bit32.bxor(Notahemubapuyipa,157)
      Qosiluve=Qosiluve-16
      Gasegile=(Gasegile-115)
      Tetijadidaxaluxe=(((Tetijadidaxaluxe<<2)|(Tetijadidaxaluxe>>>6))&255)
      Pezokukuzawi=(((Pezokukuzawi>>>7)|(Pezokukuzawi<<1))&255)
      Yuboqapezodejac=bit32.bxor(Yuboqapezodejac,211)
      Radoloyiy=Radoloyiy-86
      Yesuvizisibaq=(Yesuvizisibaq-233)
      Tobezanoqupupoxa=(((Tobezanoqupupoxa>>>0)|(Tobezanoqupupoxa<<8))&255)
      Himanagoze=bit32.bxor(Himanagoze,40)
      Suhuniwozojozoqe=Suhuniwozojozoqe-73
      Ledahewocaf=(Ledahewocaf-197)
      Yuheqo=(((Yuheqo>>>4)|(Yuheqo<<4))&255)
      Jomolagamiqek=bit32.bxor(Jomolagamiqek,72)
      Gikomaho=Gikomaho+231
      Yokudaxire=Yokudaxire-147
      Yulifu=(Yulifu-77)
      Lodowicaj=(((Lodowicaj>>>3)|(Lodowicaj<<5))&255)
      Relekiwumodubak=bit32.bxor(Relekiwumodubak,229)
      Hijiqo=Hijiqo-131
      Teradevex=(Teradevex-61)
      Weqoqa=(((Weqoqa>>>6)|(Weqoqa<<2))&255)
      Jimituwenovu=bit32.bxor(Jimituwenovu,235)
      Rorimun=Rorimun-174
      Decukirixapekiq=(Decukirixapekiq-173)
      Yalevabomavuhih=Yalevabomavuhih-233
      Docirogeqo=(((Docirogeqo>>>0)|(Docirogeqo<<8))&255)
      Vetefajicuzida=bit32.bxor(Vetefajicuzida,94)
      Zaficav=Zaficav-116
      Pokuhataseyoy=(Pokuhataseyoy-99)
      Wisupidedijirapo=(((Wisupidedijirapo>>>1)|(Wisupidedijirapo<<7))&255)
      Kilivajuw=bit32.bxor(Kilivajuw,169)
      Karaguhole=Karaguhole-79
      Siwabuvoleqenige=(Siwabuvoleqenige-88)
      Koneja=(((Koneja>>>1)|(Koneja<<7))&255)
      Capejixug=bit32.bxor(Capejixug,52)
      Pohiku=(((Pohiku<<2)|(Pohiku>>>6))&255)
      Nunacem=Nunacem-226
      Kobiho=(Kobiho-174)
      Juzusehe=(((Juzusehe>>>6)|(Juzusehe<<2))&255)
      Jikihowugugojibi=bit32.bxor(Jikihowugugojibi,30)
      Befojiseqahiz=Befojiseqahiz-94
      Tarurun=(Tarurun-21)
      Sijeromuleyopo=(((Sijeromuleyopo>>>1)|(Sijeromuleyopo<<7))&255)
      Sopetopib=bit32.bxor(Sopetopib,240)
      Ropelaj=Ropelaj-16
      Mavovexovehok=(Mavovexovehok-148)
      Joliwi=(((Joliwi>>>4)|(Joliwi<<4))&255)
      Towefahecekowev=(((Towefahecekowev>>>3)|(Towefahecekowev<<5))&255)
      Yituxewixetulen=bit32.bxor(Yituxewixetulen,178)
      Qunamoruxofupep=Qunamoruxofupep-59
      Renevugeyalige=(Renevugeyalige-134)
      Mayawihoq=(((Mayawihoq>>>0)|(Mayawihoq<<8))&255)
      Mequcuhivewu=bit32.bxor(Mequcuhivewu,197)
      Pazucu=Pazucu-205
      Hikuyot=(Hikuyot-79)
      Yixewet=(((Yixewet>>>2)|(Yixewet<<6))&255)
      Togoziranafuco=bit32.bxor(Togoziranafuco,180)
      Jizukixif=Jizukixif-36
      Zuyinumuwu=Zuyinumuwu-70
      Voxorudimeyat=(Voxorudimeyat-118)
      Karalev=(((Karalev>>>3)|(Karalev<<5))&255)
      Tohosisefamadih=bit32.bxor(Tohosisefamadih,18)
      Xoruyovofoxah=Xoruyovofoxah-143
      Lifafasoq=(Lifafasoq-65)
      Civicod=(((Civicod>>>5)|(Civicod<<3))&255)
      Tadibimavasu=bit32.bxor(Tadibimavasu,203)
      Xojupopi=Xojupopi-226
      Rowalilicikipov=(Rowalilicikipov-136)
      Xegoligu=Xegoligu-62
      Fazixixigoqoc=(((Fazixixigoqoc>>>2)|(Fazixixigoqoc<<6))&255)
      Cefojutawexigimo=bit32.bxor(Cefojutawexigimo,110)
      Sesizuyufayul=Sesizuyufayul-132
      Hamawepejemiwe=(Hamawepejemiwe-213)
      Wicucevejupus=(((Wicucevejupus>>>5)|(Wicucevejupus<<3))&255)
      Liqiwudurucu=bit32.bxor(Liqiwudurucu,89)
      Pumexisi=Pumexisi-27
      Zutulaxowib=(Zutulaxowib-194)
      Surojeharemis=(((Surojeharemis>>>5)|(Surojeharemis<<3))&255)
      Gicixu=bit32.bxor(Gicixu,214)
      Hedixujo=(((Hedixujo>>>0)|(Hedixujo<<8))&255)
      Huxanaweroju=Huxanaweroju-236
      Mujacoleyozod=(Mujacoleyozod-177)
      Sihupunirimuge=(((Sihupunirimuge>>>5)|(Sihupunirimuge<<3))&255)
      Lerogiyerihoca=bit32.bxor(Lerogiyerihoca,124)
      Gugufozi=Gugufozi-88
      Cerisu=(Cerisu-65)
      Maluperucuculan=(((Maluperucuculan>>>1)|(Maluperucuculan<<7))&255)
      Xecahivizasifo=bit32.bxor(Xecahivizasifo,153)
      Rulaxohi=Rulaxohi-28
      Tafinoseka=(Tafinoseka-185)
      Rabefomejinexac=(((Rabefomejinexac<<6)|(Rabefomejinexac>>>2))&255)
      Ricilufuxi=(((Ricilufuxi>>>5)|(Ricilufuxi<<3))&255)
      Jaduju=bit32.bxor(Jaduju,58)
      Kanatehekusopa=Kanatehekusopa-251
      Gexozutab=(Gexozutab-141)
      Fucahoqoxajuliz=(((Fucahoqoxajuliz>>>6)|(Fucahoqoxajuliz<<2))&255)
      Muwokigejola=bit32.bxor(Muwokigejola,214)
      Kuvunepuhatul=Kuvunepuhatul-139
      Zoyuduja=(Zoyuduja-24)
      Najisofub=(((Najisofub>>>3)|(Najisofub<<5))&255)
      Cazabe=bit32.bxor(Cazabe,20)
      Wehiluxum=(Wehiluxum-30)
      Gajijewon=Gajijewon-195
      Kelukaceqo=(Kelukaceqo-247)
      Dukohajeg=(((Dukohajeg>>>5)|(Dukohajeg<<3))&255)
      Naxebazeyetifax=bit32.bxor(Naxebazeyetifax,151)
      Waboli=Waboli-203
      Yoyaviqanap=(Yoyaviqanap-23)
      Dimula=(((Dimula>>>7)|(Dimula<<1))&255)
      Jejiqonan=bit32.bxor(Jejiqonan,109)
      Jaqepoxihaq=Jaqepoxihaq-122
      Yitituliwu=(Yitituliwu-225)
      Seremivacug=bit32.bxor(Seremivacug,188)
      Ruzusa=(((Ruzusa>>>6)|(Ruzusa<<2))&255)
      Naduhuk=bit32.bxor(Naduhuk,62)
      Qexiwi=Qexiwi-131
      Qasadefeta=(Qasadefeta-88)
      Jonenuperi=(((Jonenuperi>>>2)|(Jonenuperi<<6))&255)
      Yuhusoqomusayif=bit32.bxor(Yuhusoqomusayif,40)
      Pegiledegoyamul=Pegiledegoyamul-62
      Rozubemoyisapip=(Rozubemoyisapip-159)
