--[[ KHENGIE v10.2 EXTREME | 900 layers | 3x multi-pass ]]
      Xazuveqawavogu=(((Xazuveqawavogu<<4)|(Xazuveqawavogu>>>4))&255)
      Pefabesowaqu=(((Pefabesowaqu<<4)|(Pefabesowaqu>>>4))&255)
      Qilahaza=bit32.bxor(Qilahaza,62)
      Kivuquzakucu=Kivuquzakucu+189
      Gazinagonuw=(Gazinagonuw+229)
      Pehoguw=(((Pehoguw<<3)|(Pehoguw>>>5))&255)
      Xuhixaqaribequwa=bit32.bxor(Xuhixaqaribequwa,32)
      Hikuheqafaf=Hikuheqafaf+53
      Pokuzoqotakil=(Pokuzoqotakil+79)
      Zurirucesu=(((Zurirucesu<<5)|(Zurirucesu>>>3))&255)
      Sokovumijero=bit32.bxor(Sokovumijero,188)
      Xopubajaqis=(((Xopubajaqis>>>4)|(Xopubajaqis<<4))&255)
      Zoraqenanoso=Zoraqenanoso+202
      Riqidaqoci=(Riqidaqoci+190)
      Miqefanorocatefi=(((Miqefanorocatefi<<5)|(Miqefanorocatefi>>>3))&255)
      Lekujuguse=bit32.bxor(Lekujuguse,126)
      Wihesijuhit=Wihesijuhit+61
      Laparug=(Laparug+227)
      Zalaxadayowabo=(((Zalaxadayowabo<<2)|(Zalaxadayowabo>>>6))&255)
      Behalilagew=bit32.bxor(Behalilagew,65)
      Kisoquyogeh=Kisoquyogeh+52
      Natafayuxevaf=(Natafayuxevaf+73)
      Qipohovi=(Qipohovi-17)
      Qozexu=(((Qozexu<<7)|(Qozexu>>>1))&255)
      Majixa=bit32.bxor(Majixa,153)
      Qedukedayutezuh=Qedukedayutezuh+178
      Tajawatu=(Tajawatu+218)
      Favolecokepucudu=(((Favolecokepucudu<<5)|(Favolecokepucudu>>>3))&255)
      Zajenol=bit32.bxor(Zajenol,249)
      Fagejulah=Fagejulah+37
      Folesibin=(Folesibin+44)
      Diyacunorani=(((Diyacunorani<<6)|(Diyacunorani>>>2))&255)
      Caxulozafudu=bit32.bxor(Caxulozafudu,158)
      Yigeyedelu=bit32.bxor(Yigeyedelu,75)
      Mexetagomemuya=Mexetagomemuya+82
      Yiqacotonegin=(Yiqacotonegin+45)
      Pobicowayexiw=(((Pobicowayexiw<<3)|(Pobicowayexiw>>>5))&255)
      Tewenimexogule=bit32.bxor(Tewenimexogule,101)
      Coyixokucudurad=Coyixokucudurad+191
      Voxiqax=(Voxiqax+152)
      Sihuxudotoxero=(((Sihuxudotoxero<<5)|(Sihuxudotoxero>>>3))&255)
      Cezibaz=bit32.bxor(Cezibaz,225)
      Seniyagamega=Seniyagamega+35
      Leveyeyus=(Leveyeyus+26)
      Kudodevahufojaxu=(((Kudodevahufojaxu>>>2)|(Kudodevahufojaxu<<6))&255)
      Wujajano=(((Wujajano<<0)|(Wujajano>>>8))&255)
      Rehikuvamomut=bit32.bxor(Rehikuvamomut,107)
      Tupisiwejijeho=Tupisiwejijeho+214
      Ruzexedo=(Ruzexedo+63)
      Yupohafoguqu=(((Yupohafoguqu<<3)|(Yupohafoguqu>>>5))&255)
      Gahucafeyewo=bit32.bxor(Gahucafeyewo,223)
      Yeyole=Yeyole+225
      Toyahi=(Toyahi+121)
      Suneki=(((Suneki<<1)|(Suneki>>>7))&255)
      Fizarujocaleloq=bit32.bxor(Fizarujocaleloq,247)
      Zalole=bit32.bxor(Zalole,98)
      Podisamokadiji=Podisamokadiji+195
      Yaxigagihunale=(Yaxigagihunale+119)
      Jepoqibowugofe=(((Jepoqibowugofe<<5)|(Jepoqibowugofe>>>3))&255)
      Qaqobi=bit32.bxor(Qaqobi,161)
      Dezeyeqawemifeya=Dezeyeqawemifeya+91
      Desupu=(Desupu+139)
      Gikuqamagelahexe=(((Gikuqamagelahexe<<7)|(Gikuqamagelahexe>>>1))&255)
      Pusavacojisite=bit32.bxor(Pusavacojisite,238)
      Cehela=Cehela+64
      Nezoratore=(Nezoratore+35)
      Ripotat=Ripotat+132
      Dudebaquyewa=(((Dudebaquyewa<<4)|(Dudebaquyewa>>>4))&255)
      Xetiwayebos=bit32.bxor(Xetiwayebos,137)
      Kadinala=Kadinala+239
      Cituhurebuqovejo=(Cituhurebuqovejo+39)
      Guqeyahiviquman=(((Guqeyahiviquman<<4)|(Guqeyahiviquman>>>4))&255)
      Nohiqaho=bit32.bxor(Nohiqaho,238)
      Logelozilaxicuq=Logelozilaxicuq+167
      Pusifura=(Pusifura+118)
      Fikilokuhuzi=(((Fikilokuhuzi<<0)|(Fikilokuhuzi>>>8))&255)
      Sesiremolesarevo=bit32.bxor(Sesiremolesarevo,232)
      Jedetuyi=(((Jedetuyi>>>4)|(Jedetuyi<<4))&255)
      Cotamifur=Cotamifur+39
      Xucirid=(Xucirid+176)
      Wedolubeniz=(((Wedolubeniz<<0)|(Wedolubeniz>>>8))&255)
      Matosamiro=bit32.bxor(Matosamiro,133)
      Keboruganayuz=Keboruganayuz+204
      Zomacac=(Zomacac+238)
      Vocune=(((Vocune<<3)|(Vocune>>>5))&255)
      Vuwusive=bit32.bxor(Vuwusive,239)
      Huricuc=Huricuc+19
      Zunedupure=(Zunedupure+135)
      Hosocucowi=(((Hosocucowi>>>7)|(Hosocucowi<<1))&255)
      Likuvosabi=(((Likuvosabi<<0)|(Likuvosabi>>>8))&255)
      Tipekebikifokic=bit32.bxor(Tipekebikifokic,167)
      Rojomaze=Rojomaze+98
      Dusigegivilo=(Dusigegivilo+175)
      Jakakitofem=(((Jakakitofem<<4)|(Jakakitofem>>>4))&255)
      Comegadarigixa=bit32.bxor(Comegadarigixa,183)
      Yulahezud=Yulahezud+215
      Zipuguvohu=(Zipuguvohu+41)
      Nuqanajewifoba=(((Nuqanajewifoba<<1)|(Nuqanajewifoba>>>7))&255)
      Lukerozox=bit32.bxor(Lukerozox,229)
      Pohiboweperuh=(Pohiboweperuh+197)
      Makuqar=Makuqar+128
      Mevoxenubewib=(Mevoxenubewib+87)
      Gamoqovuxe=(((Gamoqovuxe<<2)|(Gamoqovuxe>>>6))&255)
      Cedozote=bit32.bxor(Cedozote,67)
      Hovanomowefic=Hovanomowefic+84
      Qalofibohiyoqiq=(Qalofibohiyoqiq+132)
      Toxejatopatiy=(((Toxejatopatiy<<2)|(Toxejatopatiy>>>6))&255)
      Qaqisepuvipicih=bit32.bxor(Qaqisepuvipicih,208)
      Xiqamunakasoso=Xiqamunakasoso+70
      Gobehibud=(Gobehibud+55)
      Kaqajeni=bit32.bxor(Kaqajeni,42)
      Sowukohixuduso=(((Sowukohixuduso<<5)|(Sowukohixuduso>>>3))&255)
      Coxucico=bit32.bxor(Coxucico,172)
      Xagasaqutojof=Xagasaqutojof+71
      Quvoyadijiquyer=(Quvoyadijiquyer+95)
      Cobifeluligozeg=(((Cobifeluligozeg<<3)|(Cobifeluligozeg>>>5))&255)
      Gulegabanix=bit32.bxor(Gulegabanix,162)
      Tihacevajocexa=Tihacevajocexa+212
      Qemijud=(Qemijud+73)
      Gefuxo=(((Gefuxo<<7)|(Gefuxo>>>1))&255)
      Fomogagodanu=bit32.bxor(Fomogagodanu,215)
      Zucetejigicumum=bit32.bxor(Zucetejigicumum,248)
      Tuvitopayaju=Tuvitopayaju+198
      Hivotacadu=(Hivotacadu+33)
      Lilihukorob=(((Lilihukorob<<3)|(Lilihukorob>>>5))&255)
      Duxafasesulurimi=bit32.bxor(Duxafasesulurimi,176)
      Boraqirovipab=Boraqirovipab+17
      Gicinitadoguhoj=(Gicinitadoguhoj+14)
      Cafebewazodo=(((Cafebewazodo<<7)|(Cafebewazodo>>>1))&255)
      Memuwuxoceje=bit32.bxor(Memuwuxoceje,163)
      Geroxeqoco=Geroxeqoco+216
      Vugifenip=(Vugifenip+148)
      Kewivivovit=(Kewivivovit+76)
      Hinateqoxiqaxog=(((Hinateqoxiqaxog<<1)|(Hinateqoxiqaxog>>>7))&255)
      Hoqomaqiyikupura=bit32.bxor(Hoqomaqiyikupura,201)
      Temesoceyin=Temesoceyin+58
      Welowuyihum=(Welowuyihum+97)
      Qovurocun=(((Qovurocun<<2)|(Qovurocun>>>6))&255)
      Yiyodoloniz=bit32.bxor(Yiyodoloniz,182)
      Buluzizo=Buluzizo+87
      Gefosud=(Gefosud+30)
      Jonamuwiqehu=(((Jonamuwiqehu<<6)|(Jonamuwiqehu>>>2))&255)
      Quvimuzefo=bit32.bxor(Quvimuzefo,206)
      Kituti=bit32.bxor(Kituti,5)
      Tonujipu=Tonujipu+184
      Wixufagalolar=(Wixufagalolar+138)
      Pafirosuj=(((Pafirosuj<<2)|(Pafirosuj>>>6))&255)
      Disenab=bit32.bxor(Disenab,201)
      Sahahidije=Sahahidije+210
      Dogicepepadariw=(Dogicepepadariw+97)
      Foyidida=(((Foyidida<<2)|(Foyidida>>>6))&255)
      Hofovix=bit32.bxor(Hofovix,182)
      Zalucu=Zalucu+21
      Bucunolode=(Bucunolode+226)
      Kicopu=(((Kicopu>>>3)|(Kicopu<<5))&255)
      Lomuzetufud=(((Lomuzetufud<<5)|(Lomuzetufud>>>3))&255)
      Tobitepumesegu=bit32.bxor(Tobitepumesegu,100)
      Gatakuce=Gatakuce+230
      Pisuhekuz=(Pisuhekuz+9)
      Zilafapazinaqete=(((Zilafapazinaqete<<7)|(Zilafapazinaqete>>>1))&255)
      Makujahuwi=bit32.bxor(Makujahuwi,239)
      Cizahovana=Cizahovana+190
      Legasojeko=(Legasojeko+253)
      Tawosupapoce=(((Tawosupapoce<<5)|(Tawosupapoce>>>3))&255)
      Kipegopo=bit32.bxor(Kipegopo,27)
      Dapojagewugokage=(((Dapojagewugokage<<4)|(Dapojagewugokage>>>4))&255)
      Falataboxiq=Falataboxiq+127
      Dobaduwuhuhi=(Dobaduwuhuhi+187)
      Yicobinuditim=(((Yicobinuditim<<3)|(Yicobinuditim>>>5))&255)
      Sokuzopojanox=bit32.bxor(Sokuzopojanox,151)
      Hubocihanalewit=Hubocihanalewit+179
      Daninatadot=(Daninatadot+204)
      Lokocav=(((Lokocav<<4)|(Lokocav>>>4))&255)
      Mugejim=bit32.bxor(Mugejim,201)
      Xutaqerunibu=Xutaqerunibu+38
      Xoyobapozalixem=(Xoyobapozalixem+45)
      Xeradu=(((Xeradu<<4)|(Xeradu>>>4))&255)
      Novafu=(((Novafu<<4)|(Novafu>>>4))&255)
      Tujiyaleyicatis=bit32.bxor(Tujiyaleyicatis,206)
      Cipovedemeqajeze=Cipovedemeqajeze+39
      Fixexusawoh=(Fixexusawoh+61)
      Codelif=(((Codelif<<6)|(Codelif>>>2))&255)
      Difiza=bit32.bxor(Difiza,15)
      Cawozaxuqupi=Cawozaxuqupi+113
      Gamavemovow=(Gamavemovow+158)
      Qiwanuzex=(((Qiwanuzex<<2)|(Qiwanuzex>>>6))&255)
      Bejeso=bit32.bxor(Bejeso,89)
      Bagumoxunuluva=bit32.bxor(Bagumoxunuluva,150)
      Velixeriruli=Velixeriruli+39
      Lojefi=(Lojefi+106)
      Jacoqimepavaq=(((Jacoqimepavaq<<7)|(Jacoqimepavaq>>>1))&255)
      Yiladote=bit32.bxor(Yiladote,45)
      Cebuvu=Cebuvu+153
      Nolofozidirutuda=(Nolofozidirutuda+163)
      Cedalicikenipapa=(((Cedalicikenipapa<<1)|(Cedalicikenipapa>>>7))&255)
      Kiwahuzeseti=bit32.bxor(Kiwahuzeseti,119)
      Leyegonu=Leyegonu+230
      Zufoli=(Zufoli+39)
      Lawamupi=bit32.bxor(Lawamupi,214)
      Deyatuxoweyumi=(((Deyatuxoweyumi<<1)|(Deyatuxoweyumi>>>7))&255)
      Vuseyugam=bit32.bxor(Vuseyugam,216)
      Hozeworenixagor=Hozeworenixagor+92
      Suzaxik=(Suzaxik+58)
      Coyinayuwebape=(((Coyinayuwebape<<7)|(Coyinayuwebape>>>1))&255)
      Zejivab=bit32.bxor(Zejivab,58)
      Rodona=Rodona+26
      Begebegaw=(Begebegaw+60)
      Qepiyevoyuhupad=(((Qepiyevoyuhupad<<5)|(Qepiyevoyuhupad>>>3))&255)
      Voruxasab=bit32.bxor(Voruxasab,119)
      Ruruzajefija=(((Ruruzajefija>>>3)|(Ruruzajefija<<5))&255)
      Wurugesulaqebad=Wurugesulaqebad+39
      Sojuyevof=(Sojuyevof+139)
      Cikedaguwagadi=(((Cikedaguwagadi<<5)|(Cikedaguwagadi>>>3))&255)
      Riluni=bit32.bxor(Riluni,164)
      Ciyehaye=Ciyehaye+213
      Henace=(Henace+244)
      Sirejinuyip=(((Sirejinuyip<<0)|(Sirejinuyip>>>8))&255)
      Kabevavipi=bit32.bxor(Kabevavipi,64)
      Zamezoq=Zamezoq+153
      Nawofuvoyumorulu=(Nawofuvoyumorulu+51)
      Duwiriwuwe=(Duwiriwuwe+239)
      Cefiqa=(((Cefiqa<<4)|(Cefiqa>>>4))&255)
      Butixukucazo=bit32.bxor(Butixukucazo,55)
      Payeyela=Payeyela+49
      Niriyat=(Niriyat+115)
      Fizuqapedecime=(((Fizuqapedecime<<3)|(Fizuqapedecime>>>5))&255)
      Pidicomozekovix=bit32.bxor(Pidicomozekovix,238)
      Dizabosudo=Dizabosudo+152
      Bunutiwecamu=(Bunutiwecamu+46)
      Karozebeha=(((Karozebeha<<2)|(Karozebeha>>>6))&255)
      Zajijuduyuhusux=bit32.bxor(Zajijuduyuhusux,75)
      Yilehipup=bit32.bxor(Yilehipup,126)
      Niqekehuwohep=Niqekehuwohep+246
      Boyilujezurunid=(Boyilujezurunid+103)
      Leyojutejepic=(((Leyojutejepic<<2)|(Leyojutejepic>>>6))&255)
      Kaladoyuw=bit32.bxor(Kaladoyuw,49)
      Sehafu=Sehafu+34
      Lozayajamorab=(Lozayajamorab+17)
      Pababo=(((Pababo<<7)|(Pababo>>>1))&255)
      Gemacufukiyono=bit32.bxor(Gemacufukiyono,103)
      Hahopi=Hahopi+163
      Gibirelebakep=(Gibirelebakep+60)
      Hewuguxuz=(((Hewuguxuz>>>4)|(Hewuguxuz<<4))&255)
      Dolapofap=(((Dolapofap<<4)|(Dolapofap>>>4))&255)
      Ximijenayodifa=bit32.bxor(Ximijenayodifa,78)
      Vosakiboxid=Vosakiboxid+64
      Gojiguxedub=(Gojiguxedub+186)
      Bililoheb=(((Bililoheb<<6)|(Bililoheb>>>2))&255)
      Juzaca=bit32.bxor(Juzaca,54)
      Cukokav=Cukokav+126
      Risunoc=(Risunoc+0)
      Yuverogiminezig=(((Yuverogiminezig<<6)|(Yuverogiminezig>>>2))&255)
      Xasayudalodivane=bit32.bxor(Xasayudalodivane,44)
      Sahunatagem=bit32.bxor(Sahunatagem,202)
      Fapupajog=Fapupajog+42
      Yazoliji=(Yazoliji+190)
      Redozoxeq=(((Redozoxeq<<6)|(Redozoxeq>>>2))&255)
      Pasohudoxilewod=bit32.bxor(Pasohudoxilewod,215)
      Bunijukupacidu=Bunijukupacidu+36
      Cayecodasey=(Cayecodasey+32)
      Jopobevuho=(((Jopobevuho<<1)|(Jopobevuho>>>7))&255)
      Qajukiyopi=bit32.bxor(Qajukiyopi,242)
      Daregaziyimen=Daregaziyimen+210
      Nokaqurehijasa=(Nokaqurehijasa+219)
      Bogohoceyugaqi=(((Bogohoceyugaqi<<5)|(Bogohoceyugaqi>>>3))&255)
      Fukiqurewuyunem=(((Fukiqurewuyunem<<4)|(Fukiqurewuyunem>>>4))&255)
      Zacokuzohohiyi=bit32.bxor(Zacokuzohohiyi,164)
      Ciqozicuviwu=Ciqozicuviwu+35
      Pecagumahucin=(Pecagumahucin+64)
      Cazelapih=(((Cazelapih<<2)|(Cazelapih>>>6))&255)
      Xaminanox=bit32.bxor(Xaminanox,77)
      Kemisaweyaweje=Kemisaweyaweje+207
      Xaragatefogul=(Xaragatefogul+180)
      Tivoreye=(((Tivoreye<<3)|(Tivoreye>>>5))&255)
      Baqokevuj=bit32.bxor(Baqokevuj,136)
      Sawufosanohatu=(Sawufosanohatu-213)
      Veweqoq=Veweqoq+180
      Bazeha=(Bazeha+61)
      Zukokesikifofu=(((Zukokesikifofu<<4)|(Zukokesikifofu>>>4))&255)
      Vecamimoqemi=bit32.bxor(Vecamimoqemi,128)
      Sumira=Sumira+215
      Rezanozetehu=(Rezanozetehu+239)
      Nevicemidasa=(((Nevicemidasa<<6)|(Nevicemidasa>>>2))&255)
      Tutecajez=bit32.bxor(Tutecajez,16)
      Jiwuwimaleqeteze=Jiwuwimaleqeteze+172
      Badekira=(Badekira+181)
      Jubosaduxat=(((Jubosaduxat>>>7)|(Jubosaduxat<<1))&255)
      Yixovimuwemovine=(((Yixovimuwemovine<<0)|(Yixovimuwemovine>>>8))&255)
      Sodaveco=bit32.bxor(Sodaveco,166)
      Kebucufet=Kebucufet+227
      Kuzelatopedu=(Kuzelatopedu+195)
      Pinetidihesapu=(((Pinetidihesapu<<1)|(Pinetidihesapu>>>7))&255)
      Xebasosiqubosawa=bit32.bxor(Xebasosiqubosawa,79)
      Nupalapaxerac=Nupalapaxerac+77
      Hoqibulepehonadu=(Hoqibulepehonadu+105)
      Getaru=(((Getaru<<2)|(Getaru>>>6))&255)
      Zajawuhaqer=bit32.bxor(Zajawuhaqer,116)
      Jumigocu=Jumigocu-235
      Bezotesa=Bezotesa+34
      Sucalonodihanem=(Sucalonodihanem+210)
      Vojamene=(((Vojamene<<5)|(Vojamene>>>3))&255)
      Zifotesuzu=bit32.bxor(Zifotesuzu,112)
      Huxepiyan=Huxepiyan+239
      Safibajor=(Safibajor+181)
      Sukozeno=(((Sukozeno<<1)|(Sukozeno>>>7))&255)
      Jequbesubasaqudi=bit32.bxor(Jequbesubasaqudi,116)
      Dafagohofip=Dafagohofip+240
      Lafehexa=(Lafehexa+35)
      Julilexohutihib=(Julilexohutihib+114)
      Kuwivevehebe=(((Kuwivevehebe<<7)|(Kuwivevehebe>>>1))&255)
      Gerijivevefewi=bit32.bxor(Gerijivevefewi,44)
      Wimixobuliwajowu=Wimixobuliwajowu+53
      Bokejihofa=(Bokejihofa+202)
      Nusamakutudutok=(((Nusamakutudutok<<6)|(Nusamakutudutok>>>2))&255)
      Bucaloca=bit32.bxor(Bucaloca,227)
      Lagiwegidegelale=Lagiwegidegelale+227
      Yihiled=(Yihiled+109)
      Wifedoxihit=(((Wifedoxihit<<1)|(Wifedoxihit>>>7))&255)
      Wogihirem=bit32.bxor(Wogihirem,24)
      Gehalakehojevav=(Gehalakehojevav+78)
      Mohewiku=Mohewiku+249
      Xohevuwiwadugub=(Xohevuwiwadugub+49)
      Cugoxupuzuv=(((Cugoxupuzuv<<4)|(Cugoxupuzuv>>>4))&255)
      Bugagonakiko=bit32.bxor(Bugagonakiko,71)
      Zireqiwoqemifutu=Zireqiwoqemifutu+52
      Deniyuxupinec=(Deniyuxupinec+121)
      Lodadetefemacu=(((Lodadetefemacu<<3)|(Lodadetefemacu>>>5))&255)
      Yexuyujivuhoxi=bit32.bxor(Yexuyujivuhoxi,21)
      Zemeva=Zemeva+47
      Hubupowo=(Hubupowo+153)
      Wiliyix=Wiliyix+50
      Pociwapozad=(((Pociwapozad<<5)|(Pociwapozad>>>3))&255)
      Busucehopovupeq=bit32.bxor(Busucehopovupeq,85)
      Zamazur=Zamazur+195
      Gumigegebaf=(Gumigegebaf+233)
      Kuburiqod=(((Kuburiqod<<7)|(Kuburiqod>>>1))&255)
      Faxaxijoxur=bit32.bxor(Faxaxijoxur,31)
      Vanepodix=Vanepodix+177
      Yumupad=(Yumupad+164)
      Kutirexutijemopo=(((Kutirexutijemopo<<1)|(Kutirexutijemopo>>>7))&255)
      Zixarokuji=bit32.bxor(Zixarokuji,110)
      Xazeyemati=bit32.bxor(Xazeyemati,245)
      Taqorat=Taqorat+203
      Goquro=(Goquro+159)
      Jebavaxubezug=(((Jebavaxubezug<<1)|(Jebavaxubezug>>>7))&255)
      Tojajetobanudiwi=bit32.bxor(Tojajetobanudiwi,100)
      Jobananisacoris=Jobananisacoris+199
      Buyajeyazof=(Buyajeyazof+175)
      Ziborenifuje=(((Ziborenifuje<<6)|(Ziborenifuje>>>2))&255)
      Mipoguwiwusimo=bit32.bxor(Mipoguwiwusimo,76)
      Bizakucaganok=Bizakucaganok+202
      Hodofakigu=(Hodofakigu+117)
      Pudepupimojak=(((Pudepupimojak<<5)|(Pudepupimojak>>>3))&255)
      Lakifivig=(((Lakifivig<<1)|(Lakifivig>>>7))&255)
      Fozisezisu=bit32.bxor(Fozisezisu,34)
      Voqegocuxecopunu=Voqegocuxecopunu+34
      Qeweda=(Qeweda+149)
      Locesisus=(((Locesisus<<1)|(Locesisus>>>7))&255)
      Telijuvomamu=bit32.bxor(Telijuvomamu,209)
      Vuvuvoco=Vuvuvoco+19
      Hiqomeyu=(Hiqomeyu+214)
      Tatudozokapen=(((Tatudozokapen<<4)|(Tatudozokapen>>>4))&255)
      Tequqaweze=bit32.bxor(Tequqaweze,158)
      Qepedalupoqele=bit32.bxor(Qepedalupoqele,99)
      Daqabaquq=Daqabaquq+23
      Bazafuqicolu=(Bazafuqicolu+117)
      Toyeluqe=(((Toyeluqe<<2)|(Toyeluqe>>>6))&255)
      Vahudizezaq=bit32.bxor(Vahudizezaq,208)
      Jonefazoc=Jonefazoc+51
      Cuyefowoze=(Cuyefowoze+237)
      Comanahiriluyihi=(((Comanahiriluyihi<<2)|(Comanahiriluyihi>>>6))&255)
      Sivonucuzazan=bit32.bxor(Sivonucuzazan,15)
      Pewubajutiqoca=Pewubajutiqoca+142
      Yoxiso=(Yoxiso+101)
      Vakafaz=Vakafaz-156
      Vitago=(((Vitago<<1)|(Vitago>>>7))&255)
      Miwenagudumane=bit32.bxor(Miwenagudumane,224)
      Jihavivot=Jihavivot+148
      Cerepefogal=(Cerepefogal+91)
      Rekuvozo=(((Rekuvozo<<5)|(Rekuvozo>>>3))&255)
      Nocecoqayavetagi=bit32.bxor(Nocecoqayavetagi,62)
      Cohawacevaqobu=Cohawacevaqobu+61
      Tahuyahikudi=(Tahuyahikudi+79)
      Luyunopaxomucin=(((Luyunopaxomucin<<4)|(Luyunopaxomucin>>>4))&255)
      Tavaziqixofojeqe=bit32.bxor(Tavaziqixofojeqe,111)
      Xekekokixobovo=bit32.bxor(Xekekokixobovo,78)
      Zosihimikox=Zosihimikox+169
      Jiziwipuq=(Jiziwipuq+165)
      Vixafeyapufu=(((Vixafeyapufu<<1)|(Vixafeyapufu>>>7))&255)
      Lofedupihil=bit32.bxor(Lofedupihil,20)
      Riwovalanukoxuf=Riwovalanukoxuf+197
      Beduvix=(Beduvix+192)
      Wecavedutaqicexe=(((Wecavedutaqicexe<<0)|(Wecavedutaqicexe>>>8))&255)
      Qususogezu=bit32.bxor(Qususogezu,37)
      Qaquha=Qaquha+134
      Zafurucoxomequjo=(Zafurucoxomequjo+222)
      Mapetu=bit32.bxor(Mapetu,222)
      Yatexe=(((Yatexe<<3)|(Yatexe>>>5))&255)
      Rogumuqexaxoza=bit32.bxor(Rogumuqexaxoza,18)
      Bififiwudihanap=Bififiwudihanap+229
      Vusanugobo=(Vusanugobo+123)
      Voqocutemew=(((Voqocutemew<<1)|(Voqocutemew>>>7))&255)
      Muqowe=bit32.bxor(Muqowe,48)
      Resufidiyivofa=Resufidiyivofa+173
      Muwuzemocaqom=(Muwuzemocaqom+180)
      Gayimenunoq=(((Gayimenunoq<<5)|(Gayimenunoq>>>3))&255)
      Xeyocugiqupuko=bit32.bxor(Xeyocugiqupuko,231)
      Pukoxixisamud=Pukoxixisamud+204
      Lahofazo=Lahofazo+96
      Gidupuyinifikug=(Gidupuyinifikug+180)
      Goyukucoqa=(((Goyukucoqa<<4)|(Goyukucoqa>>>4))&255)
      Magiteriherevin=bit32.bxor(Magiteriherevin,237)
      Yozuful=Yozuful+200
      Werejecix=(Werejecix+50)
      Culadalefepac=(((Culadalefepac<<3)|(Culadalefepac>>>5))&255)
      Yuzigexudaboj=bit32.bxor(Yuzigexudaboj,93)
      Vofojejuxonemafo=Vofojejuxonemafo+56
      Soyiziki=(Soyiziki+67)
      Kidiqefewuru=(Kidiqefewuru+165)
      Qomemowexane=(((Qomemowexane<<3)|(Qomemowexane>>>5))&255)
      Wuvacesinu=bit32.bxor(Wuvacesinu,143)
      Lawavakobe=Lawavakobe+120
      Xeqohupel=(Xeqohupel+124)
      Cajohemiqivesica=(((Cajohemiqivesica<<2)|(Cajohemiqivesica>>>6))&255)
      Pezitipopapara=bit32.bxor(Pezitipopapara,232)
      Vurutiro=Vurutiro+121
      Kuquxiqobeboko=(Kuquxiqobeboko+211)
      Luqamafex=(((Luqamafex<<4)|(Luqamafex>>>4))&255)
      Sidolec=bit32.bxor(Sidolec,189)
      Lovufagacariyeva=(Lovufagacariyeva-26)
      Lutuzefoju=Lutuzefoju+127
      Payiso=(Payiso+72)
      Qiwuputeb=(((Qiwuputeb<<0)|(Qiwuputeb>>>8))&255)
      Yezukuwuqu=bit32.bxor(Yezukuwuqu,196)
      Riceqidilulilava=Riceqidilulilava+154
      Werikukek=(Werikukek+112)
      Pefijirisomol=(((Pefijirisomol<<2)|(Pefijirisomol>>>6))&255)
      Tisujugusawoqa=bit32.bxor(Tisujugusawoqa,87)
      Vodatetodifitivo=Vodatetodifitivo+29
      Lorelobilege=(Lorelobilege+142)
      Davalaxijatuvim=(Davalaxijatuvim-78)
      Tidojonecuva=(((Tidojonecuva<<3)|(Tidojonecuva>>>5))&255)
      Vivonaxosepihe=bit32.bxor(Vivonaxosepihe,111)
      Dofuyuvoresiyagu=Dofuyuvoresiyagu+222
      Zulemuqekote=(Zulemuqekote+131)
      Xutopanudo=(((Xutopanudo<<1)|(Xutopanudo>>>7))&255)
      Yosuwojakicumova=bit32.bxor(Yosuwojakicumova,75)
      Pusurevodiy=Pusurevodiy+117
      Titale=(Titale+189)
      Misugexihaja=(((Misugexihaja<<5)|(Misugexihaja>>>3))&255)
      Fijubomogebefoc=bit32.bxor(Fijubomogebefoc,245)
      Zogixobakuz=(Zogixobakuz+93)
      Kojopafewociqide=Kojopafewociqide+215
      Nuvacagibuguqo=(Nuvacagibuguqo+238)
      Qupopewe=(((Qupopewe<<3)|(Qupopewe>>>5))&255)
      Xagunanari=bit32.bxor(Xagunanari,20)
      Wixevib=Wixevib+194
      Pejiyasehanuc=(Pejiyasehanuc+255)
      Wicovimegoditot=(((Wicovimegoditot<<0)|(Wicovimegoditot>>>8))&255)
      Huneyajifeyama=bit32.bxor(Huneyajifeyama,240)
      Marequ=Marequ+182
      Fukiwokadeg=(Fukiwokadeg+145)
      Binokidar=bit32.bxor(Binokidar,20)
      Pegasele=(((Pegasele<<6)|(Pegasele>>>2))&255)
      Xevaraboqe=bit32.bxor(Xevaraboqe,177)
      Xelevavu=Xelevavu+114
      Sutecav=(Sutecav+138)
      Hopudezowa=(((Hopudezowa<<2)|(Hopudezowa>>>6))&255)
      Wemijo=bit32.bxor(Wemijo,110)
      Cajukedugi=Cajukedugi+77
      Sucilaloyurename=(Sucilaloyurename+68)
      Howoraguribuq=(((Howoraguribuq<<5)|(Howoraguribuq>>>3))&255)
      Boraqave=bit32.bxor(Boraqave,127)
      Rugoquqa=Rugoquqa+230
      Jefumutas=Jefumutas+25
      Vafayibefi=(Vafayibefi+246)
      Ziriciragasus=(((Ziriciragasus<<2)|(Ziriciragasus>>>6))&255)
      Yadosilobazoy=bit32.bxor(Yadosilobazoy,190)
      Gacexeki=Gacexeki+243
      Nenukeruje=(Nenukeruje+227)
      Noromuco=(((Noromuco<<3)|(Noromuco>>>5))&255)
      Vanosojajif=bit32.bxor(Vanosojajif,105)
      Nuwigu=Nuwigu+24
      Zunixoyop=(Zunixoyop+50)
      Focuqaqoreh=Focuqaqoreh-42
      Qimahosipeda=(((Qimahosipeda<<4)|(Qimahosipeda>>>4))&255)
      Nevofu=bit32.bxor(Nevofu,19)
